company,ticker,rank,total_score,valuation_score,reverse_dcf_score,normalization_confidence,confidence_reasons,size_bucket,discount_rate,reinvestment_roic,net_reinvestment_rate,ebit_margin_3y,ebit_margin_5y,reported_fcf_margin_3y,reported_fcf_margin_5y,operating_cash_flow_margin_3y,operating_cash_flow_margin_5y,negative_fcf_years,fcf_margin_stddev,material_window_disagreement,material_aggregate_investing,revenue_growth_status,revenue_growth_implied,ebit_margin_status,ebit_margin_implied,terminal_growth_status,terminal_growth_implied
Karnell Group,KARNEL B,81,44.1,16.5,0.6,low,reported FCF is non-positive in 5 observed year(s) | annual reported FCF margins are highly volatile | three- and five-year normalized margins materially disagree | aggregate investing cash flow is material and may include acquisitions or disposals,small,0.133,0.06980545997619629,0.08843392960392527,0.11617653323488064,0.11194168304294337,-0.07368568034117642,-0.14570593310553645,0.12456394454463265,0.10847249415947821,5,0.15718677842887746,True,True,outside_bounds,,solved,0.3478718250989914,outside_bounds,
Sotkamo Silver,SOSI,83,43.4,5.3,0.0,low,reported FCF is non-positive in 3 observed year(s) | annual reported FCF margins are highly volatile | three- and five-year normalized margins materially disagree,small,0.133,0.16936349868774414,0.0018597968954681256,0.08908685968819599,0.04083177711603493,0.06318568011218345,0.008580225104729215,0.20720943660810032,0.15166809670418413,3,0.107925436058744,True,False,outside_bounds,,solved,0.40112459659576416,outside_bounds,
Hanza,HANZA,84,43.1,17.3,3.0,low,reported FCF is non-positive in 5 observed year(s),lower_mid,0.128,0.053181390762329105,0.04870404538188993,0.06518410013982288,0.0616506903568227,-0.008722285105532992,-0.009073532132066613,0.09075171449497303,0.07437165908562701,5,0.0028981317120623006,False,False,outside_bounds,,solved,0.15721884928643703,outside_bounds,
Haypp Group,HAYPP,85,43.0,9.0,0.8,low,reported FCF is non-positive in 2 observed year(s) | annual reported FCF margins are highly volatile,small,0.133,0.02557621955871582,0.006908091021365703,0.013405418814051301,0.008744419014386965,0.012521473846336117,-0.015308300739804699,0.03859275961139743,0.021395607493107476,2,0.05491948245986712,False,False,outside_bounds,,solved,0.1944551169872284,outside_bounds,
Vitec Software,VIT B,86,43.0,27.2,0.5,low,reported FCF is non-positive in 5 observed year(s) | annual reported FCF margins are highly volatile | three- and five-year normalized margins materially disagree | aggregate investing cash flow is material and may include acquisitions or disposals,lower_mid,0.128,0.049439740180969236,0.15,0.21316256846620768,0.1967685882616153,-0.21755463971157307,-0.29372883883958534,0.30591415845996067,0.2924177791035871,5,0.1782081544431823,True,True,outside_bounds,,solved,0.4676317535340786,outside_bounds,
Systemair,SYSR,87,42.9,32.8,1.1,low,reported FCF is non-positive in 1 observed year(s),lower_mid,0.128,0.11044489860534668,0.007939652005055232,0.08626904977766264,0.09137204441630413,0.05781580537926865,0.04711743360361648,0.09914518844709234,0.07654561794081004,1,0.03901229187542364,False,False,solved,0.2735681772232056,solved,0.23636043071746826,outside_bounds,
Ellos Holding,ELLOS,88,42.5,65.7,0.0,low,reported FCF is non-positive in 2 observed year(s) | annual reported FCF margins are highly volatile,small,0.133,0.012340120077133178,0.0,0.03110684614729972,0.018410791025678525,0.05908344362568878,0.027124387114683037,0.06611672110364743,0.03678086163259056,2,0.04821409302770196,False,False,outside_bounds,,solved,0.2972618192434311,outside_bounds,
FM Mattsson,FMM B,89,42.5,25.3,0.4,medium,,small,0.133,0.11408659934997559,0.006019150443248457,0.0913456555536362,0.11577248044950418,0.10735878390050095,0.08324422919680484,0.13119709794437726,0.11983982221104053,0,0.037655264521621525,False,False,solved,0.2972263813018798,solved,0.3309444785118103,outside_bounds,
Scandi Standard,SCST,90,42.4,27.3,1.2,low,reported FCF is non-positive in 1 observed year(s) | annual reported FCF margins are highly volatile,lower_mid,0.128,0.07785932064056396,0.01748390184746052,0.03898524076926899,0.03329120606632645,0.011230929781841674,0.01148634596618087,0.06082592058838145,0.05608792333903918,1,0.017754194767025,False,False,outside_bounds,,solved,0.12319706287235022,outside_bounds,
Eniro,ENRO,91,42.3,60.8,0.5,medium,,micro,0.138,0.0652173900604248,0.0,0.045125732001377886,0.02103697407564811,0.05304857044436789,0.04483637909052274,0.08646228039958663,0.08159796005099873,0,0.02232867947654903,False,False,outside_bounds,,solved,0.1279320865869522,outside_bounds,
Thule,THULE,92,42.3,42.9,0.5,low,reported FCF is non-positive in 1 observed year(s) | annual reported FCF margins are highly volatile | aggregate investing cash flow is material and may include acquisitions or disposals,upper_mid,0.123,0.09343171119689941,0.014070223726737436,0.16036698508693562,0.17557328819570386,0.0552195725379699,0.04803933421996534,0.1818431722905642,0.1417805182767098,1,0.08399731875836976,False,True,solved,0.24361359924077985,solved,0.415430273860693,outside_bounds,
SkiStar,SKIS B,93,41.4,39.1,0.1,low,reported FCF is non-positive in 1 observed year(s) | annual reported FCF margins are highly volatile | aggregate investing cash flow is material and may include acquisitions or disposals,lower_mid,0.128,0.07759798049926758,0.06812674721757064,0.15596826264267488,0.1606998539056915,0.08496284830401755,0.0809113798141183,0.2096054514061091,0.23300148037052004,1,0.07338994899378075,False,True,outside_bounds,,outside_bounds,,outside_bounds,
Ambea,AMBEA,94,40.5,41.5,0.3,medium,,lower_mid,0.128,0.043571391105651856,0.058339415793070365,0.08240463894174141,0.0738473617633802,0.09302799673824409,0.0913532140104977,0.13475129111171513,0.1249981825319511,0,0.026572861834028055,False,False,outside_bounds,,solved,0.25980396568775177,outside_bounds,
Yubico,YUBICO,95,40.1,19.3,0.4,low,annual reported FCF margins are highly volatile | aggregate investing cash flow is material and may include acquisitions or disposals,lower_mid,0.128,0.19549160003662108,0.04321196947925832,0.12925328610049408,,0.6211584475311519,,0.10809173114570711,,0,0.8235411168226466,False,True,outside_bounds,,solved,0.37097878009080887,outside_bounds,
AddLife,ALIF B,96,40.0,44.4,0.1,low,reported FCF is non-positive in 2 observed year(s) | annual reported FCF margins are highly volatile | three- and five-year normalized margins materially disagree | aggregate investing cash flow is material and may include acquisitions or disposals,upper_mid,0.123,0.06877515792846679,0.04717535928580147,0.07559267418538125,0.08639713623920825,0.06773419261500016,-0.0017687934301958306,0.1071910038470391,0.10905453779743104,2,0.12201569068754853,True,True,outside_bounds,,solved,0.35691360011696815,outside_bounds,
Careium,CARE,97,40.0,35.9,0.5,low,reported FCF is non-positive in 2 observed year(s) | annual reported FCF margins are highly volatile | three- and five-year normalized margins materially disagree,micro,0.138,0.04162470817565918,0.03792490937338167,0.07554718757354671,0.048006214396685655,0.05491488193300384,-0.03454168824443294,0.13658115635051385,0.07954427757638531,2,0.14699465890680713,True,False,outside_bounds,,solved,0.2000010460615158,outside_bounds,
Gränges,GRNG,98,40.0,24.4,3.6,low,reported FCF is non-positive in 1 observed year(s) | annual reported FCF margins are highly volatile,lower_mid,0.128,0.08734829902648926,0.025884833055800936,0.06335869652891674,0.05710720634486531,0.011090796655284597,0.00851223847942021,0.06885704299196085,0.0616368111582114,1,0.04759830747300547,False,False,solved,0.2840689569711685,solved,0.12139320746064186,outside_bounds,
Svedbergs Group,SVED B,99,39.8,50.6,0.6,low,reported FCF is non-positive in 2 observed year(s) | annual reported FCF margins are highly volatile | three- and five-year normalized margins materially disagree | aggregate investing cash flow is material and may include acquisitions or disposals,small,0.133,0.07238642215728759,0.10099463392302929,0.13352821839906712,0.13004229108316503,-3.1948371431768995e-05,-0.07199526875481213,0.12571684158400026,0.12670587053795596,2,0.3375941435110323,True,True,outside_bounds,,solved,0.3236447498202324,outside_bounds,
Vimian Group,VIMIAN,100,39.4,20.7,0.1,low,reported FCF is non-positive in 5 observed year(s) | annual reported FCF margins are highly volatile | three- and five-year normalized margins materially disagree | aggregate investing cash flow is material and may include acquisitions or disposals,lower_mid,0.128,0.03557274103164673,0.10862584024747578,0.13872567437360442,0.1375010636043997,-0.1163912562385367,-0.2458276726736759,0.11848513276178023,0.11071764886606922,5,0.24331001881424894,True,True,outside_bounds,,outside_bounds,,outside_bounds,
Rejlers,REJL B,101,38.6,39.0,2.4,low,reported FCF is non-positive in 1 observed year(s) | annual reported FCF margins are highly volatile,small,0.133,0.0676577615737915,0.04760261028610803,0.0620232521437214,0.06025646871659244,0.013955795375123061,0.012813302731376632,0.07413029918159068,0.07253271724096001,1,0.04543044526613595,False,False,outside_bounds,,solved,0.14674552623182535,outside_bounds,
Viva Wine,VIVA,102,38.6,30.4,7.1,low,reported FCF is non-positive in 2 observed year(s) | annual reported FCF margins are highly volatile | three- and five-year normalized margins materially disagree | aggregate investing cash flow is material and may include acquisitions or disposals,small,0.133,0.06810845851898194,0.05960203984367554,0.05473868103071772,0.07544562005528549,0.008079778715970301,-0.04951863502049376,0.056922405008006986,0.058431036126203414,2,0.18735632077456812,True,True,outside_bounds,,solved,0.1244678758084774,outside_bounds,
Bilia,BILI A,104,37.3,53.1,2.4,medium,,lower_mid,0.128,0.060362749099731446,0.02503138364806449,0.03289351106895442,0.04187220799017636,0.030115686241298126,0.024495585713378357,0.050746116973525976,0.045810132746173224,0,0.014555442298430386,False,False,outside_bounds,,solved,0.09958862885832787,outside_bounds,
Beijer Alma,BEIA B,105,37.2,11.5,0.5,low,reported FCF is non-positive in 2 observed year(s) | annual reported FCF margins are highly volatile,lower_mid,0.128,0.08985403060913086,0.1081933736887755,0.1366613235630868,0.13695363758072848,0.012548660407602472,-0.015648563130679704,0.11792992901305244,0.11301236351328071,2,0.043018831037884245,False,False,outside_bounds,,solved,0.3621571362018585,outside_bounds,
Nordisk Bergteknik,NORB B,106,37.2,66.2,0.1,low,reported FCF is non-positive in 2 observed year(s),micro,0.138,0.010733180046081543,0.026808793150591762,0.03471558088825982,0.04542098654029393,0.02457824872805172,-0.0013440775400225921,0.08140468995065224,0.07834142093605852,2,0.043589972007363274,False,False,outside_bounds,,solved,0.24398040771484375,outside_bounds,
Humana,HUM,107,36.6,57.8,0.2,medium,,small,0.133,0.026295909881591795,0.0392175010517459,0.04742452924180532,0.04964240639461506,0.05781940154760719,0.05378628523348759,0.07505562751154063,0.07534707614640303,0,0.020629868711133655,False,False,outside_bounds,,solved,0.21240994334220886,outside_bounds,
Surgical Science,SUS,108,36.1,27.5,0.1,low,reported FCF is non-positive in 2 observed year(s) | annual reported FCF margins are highly volatile | three- and five-year normalized margins materially disagree | aggregate investing cash flow is material and may include acquisitions or disposals,small,0.133,0.01349357008934021,0.12495899302550527,0.14581702473108926,0.15817594053861425,0.08313763010640457,-0.6030621595479306,0.1650140616392682,0.158807208674846,2,2.977267170649983,True,True,outside_bounds,,outside_bounds,,outside_bounds,
W5 Solutions,W5,109,34.8,15.4,0.1,low,reported FCF is non-positive in 3 observed year(s) | annual reported FCF margins are highly volatile | aggregate investing cash flow is material and may include acquisitions or disposals,micro,0.138,0.004829869866371155,0.03365455638581122,0.027746956328770063,0.04260070428583698,-0.1764449307856536,-0.17449479147495123,0.07303280507495351,0.044287800149691414,3,0.23444903303553988,False,True,outside_bounds,,solved,0.44155924022197723,outside_bounds,
MEKO,MEKO,110,34.6,50.0,0.2,low,reported FCF is non-positive in 1 observed year(s) | annual reported FCF margins are highly volatile,small,0.133,0.010855740308761597,0.03823570011215599,0.04196036461600915,0.04839962039513416,0.0638816105103886,0.049336307726438,0.06718455917629258,0.07291371384202029,1,0.04390473241291352,False,False,outside_bounds,,solved,0.20777643471956253,outside_bounds,
Modern Times Group B,MTG B,111,34.6,4.7,0.1,low,reported FCF is non-positive in 3 observed year(s) | annual reported FCF margins are highly volatile | aggregate investing cash flow is material and may include acquisitions or disposals,lower_mid,0.128,0.010955220460891724,0.0804847370571412,0.11736327541305554,0.10187941399638126,-0.2597873884643299,-0.260287165119944,0.18447679631131794,0.1603630420825308,3,0.2824439569201609,False,True,outside_bounds,,solved,0.46004436165094376,outside_bounds,
Inission,INISS B,112,34.4,23.3,1.0,low,reported FCF is non-positive in 2 observed year(s) | annual reported FCF margins are highly volatile,small,0.133,0.06036468982696533,0.022573864864575365,0.05858370530299354,0.05033854837771109,0.01345610353694629,0.0020127937618980318,0.043467383921207116,0.03615754865204126,2,0.04659312258505946,False,False,outside_bounds,,solved,0.15410380251705647,outside_bounds,
Swedencare,SECARE,113,34.1,30.9,0.0,low,reported FCF is non-positive in 3 observed year(s) | annual reported FCF margins are highly volatile | three- and five-year normalized margins materially disagree | aggregate investing cash flow is material and may include acquisitions or disposals,small,0.133,0.008493109941482543,0.05613086216262144,0.07114937671667018,0.07105172425648283,0.03568032960067611,-0.5774616343478061,0.1492050496513839,0.14890971117832133,3,1.1628464202242796,True,True,outside_bounds,,outside_bounds,,outside_bounds,
NCAB Group,NCAB,114,33.9,8.6,0.0,low,reported FCF is non-positive in 1 observed year(s),lower_mid,0.128,0.10371859550476074,0.0,0.11417545262535744,0.11694056180593862,0.025823330522985456,0.006202970348552812,0.11659177234443856,0.10188066567446895,1,0.08451477956949788,False,False,outside_bounds,,outside_bounds,,outside_bounds,
New Wave,NEWA B,115,33.2,20.5,3.7,low,reported FCF is non-positive in 2 observed year(s) | annual reported FCF margins are highly volatile,lower_mid,0.128,0.0760621976852417,0.0641750573937956,0.13697239561468105,0.14547495898957483,0.04953098008988115,0.0342246564536515,0.09962285706420376,0.07856969979472377,2,0.09877548031807591,False,False,solved,0.223452627658844,solved,0.2602837346494198,outside_bounds,
Teqnion,TEQ,116,32.5,19.0,0.7,low,reported FCF is non-positive in 5 observed year(s),small,0.133,0.060709991455078126,0.07654931646774037,0.09108108663910996,0.09689786894650679,-0.04328870791946861,-0.04075167559852799,0.08349270981142164,0.08821973778107378,5,0.019570875329595287,False,False,outside_bounds,,solved,0.28564407490193844,outside_bounds,
Better Collective,BETCO,117,32.1,36.7,0.1,low,reported FCF is non-positive in 4 observed year(s) | annual reported FCF margins are highly volatile | three- and five-year normalized margins materially disagree | aggregate investing cash flow is material and may include acquisitions or disposals,lower_mid,0.128,0.02706350088119507,0.15,0.18689732794630762,0.20830880091661058,-0.10576962233923184,-0.2357991698413601,0.18306240799354662,0.18178199806675385,4,0.39060485974127684,True,True,outside_bounds,,outside_bounds,,outside_bounds,
ITAB Group,ITAB,118,32.1,26.6,2.4,low,reported FCF is non-positive in 2 observed year(s) | annual reported FCF margins are highly volatile,small,0.133,0.026163549423217775,0.04291943962503561,0.05767722710163112,0.054328404588652665,0.007920326223337515,0.008441877929409328,0.08700595984943538,0.06722427946241293,2,0.072529852687682,False,False,outside_bounds,,solved,0.12782659381628036,outside_bounds,
Studsvik,SVIK,119,32.1,29.7,0.0,low,reported FCF is non-positive in 2 observed year(s) | annual reported FCF margins are highly volatile,small,0.133,0.04153614997863769,0.04054477855597878,0.06486320319704889,0.07816391887083382,0.027513064863203193,0.030269244454987545,0.08607439286812173,0.08153243980547978,2,0.0747451117257943,False,False,outside_bounds,,solved,0.4292951188981533,outside_bounds,
Inwido,INWI,120,31.9,16.0,1.0,low,reported FCF is non-positive in 1 observed year(s),lower_mid,0.128,0.06545891761779785,0.0,0.0992323988840318,0.10493279646118074,0.025251018246378328,0.047179719843475305,0.11188028704850284,0.1153428231157489,1,0.041786790578203524,False,False,solved,0.23408680856227876,solved,0.268138213083148,outside_bounds,
Green Landscaping,GREEN,121,31.1,44.2,0.6,low,reported FCF is non-positive in 3 observed year(s) | annual reported FCF margins are highly volatile,small,0.133,0.029069769382476806,0.047843295486534675,0.06178477408263042,0.06056113352725908,0.013700102079191962,-0.01649619968096087,0.06952130231558588,0.07129586187482406,3,0.052131562838669245,False,False,outside_bounds,,solved,0.16168159246444702,outside_bounds,
HAKI Safety B,HAKI B,122,30.9,33.0,1.2,low,reported FCF is non-positive in 3 observed year(s) | annual reported FCF margins are highly volatile | three- and five-year normalized margins materially disagree,micro,0.138,0.04204452037811279,0.004425217623942789,0.06965174129353234,0.07525697503671072,0.016973953760608722,-0.034140969162995596,0.058530875036581796,0.06149045521292217,3,0.08285796192888517,True,False,solved,0.2856230974197388,solved,0.19635240733623505,outside_bounds,
Fasadgruppen,FG,123,27.8,57.2,27.1,low,reported FCF is non-positive in 3 observed year(s) | annual reported FCF margins are highly volatile | positive Börsdata ROIC unavailable for reinvestment calibration,small,0.133,,0.0,0.041480686832308454,0.05599875404502743,0.0024392891579343976,-0.04712997733054148,0.078727738293647,0.07559658746776958,3,0.09806822121832122,False,False,solved,0.12299531698226929,solved,0.0740259476006031,outside_bounds,
Bergman & Beving,BERG B,125,27.2,9.6,0.1,low,reported FCF is non-positive in 1 observed year(s) | annual reported FCF margins are highly volatile,lower_mid,0.128,0.047897930145263674,0.024760507570919795,0.07972527102552017,0.07515476681799423,0.019931317756380042,0.015889393314073463,0.11211366237963774,0.09174576970697483,1,0.023933954745388522,False,False,outside_bounds,,solved,0.35785943269729614,outside_bounds,
Observit,OBSE,126,26.6,5.2,0.0,low,reported FCF is non-positive in 4 observed year(s) | annual reported FCF margins are highly volatile | three- and five-year normalized margins materially disagree | aggregate investing cash flow is material and may include acquisitions or disposals,micro,0.138,0.027582581043243407,0.030216604997297634,0.023102132917853114,0.03824886708518688,-0.022027615107720413,-0.08398120816530164,0.07210014505990436,0.08069679457863883,4,0.15632295121544404,True,True,outside_bounds,,outside_bounds,,outside_bounds,
4C Group,4C,127,23.8,14.1,0.4,low,reported FCF is non-positive in 4 observed year(s) | annual reported FCF margins are highly volatile | three- and five-year normalized margins materially disagree | positive Börsdata ROIC unavailable for reinvestment calibration,micro,0.138,,0.0,-0.0031511285099801844,0.04440633326187486,-0.20482335314871203,-0.09853918476097141,-0.08740998501764052,0.005929011116895843,4,0.1662040185033984,True,False,outside_bounds,,solved,0.20667028427124023,outside_bounds,
Verve Group Media,VER,128,22.7,25.0,74.7,low,reported FCF is non-positive in 4 observed year(s) | annual reported FCF margins are highly volatile | three- and five-year normalized margins materially disagree | aggregate investing cash flow is material and may include acquisitions or disposals | positive Börsdata ROIC unavailable for reinvestment calibration,small,0.133,,0.0,0.1844218117651572,0.15643333353853353,-0.013483067047714039,-0.13376516246138206,0.1875462723210005,0.22399241580123488,4,0.3195236000583595,True,True,solved,0.059459424018859855,solved,0.12202014029026031,outside_bounds,
Sdiptech,SDIP B,129,21.4,20.3,16.8,low,reported FCF is non-positive in 4 observed year(s) | annual reported FCF margins are highly volatile | three- and five-year normalized margins materially disagree | aggregate investing cash flow is material and may include acquisitions or disposals | positive Börsdata ROIC unavailable for reinvestment calibration,lower_mid,0.128,,0.0,0.1414565917023357,0.14653651814423518,-0.019316320121220757,-0.09795130914101975,0.1507229859676615,0.1505512172714745,4,0.13373013824653007,True,True,solved,0.2303234487771988,solved,0.20335354655981064,outside_bounds,
Troax Group,TROAX,131,18.2,4.1,0.0,low,reported FCF is non-positive in 1 observed year(s),lower_mid,0.128,0.007210844755172729,0.0,0.14711882914654054,0.16363684525463065,0.03800593895026547,0.06229330935286003,0.1526087368309628,0.15285038670550813,1,0.05108920441404029,False,False,outside_bounds,,outside_bounds,,outside_bounds,
Gentoo Media,G2M,132,16.2,18.9,3.0,low,reported FCF is non-positive in 4 observed year(s) | three- and five-year normalized margins materially disagree | aggregate investing cash flow is material and may include acquisitions or disposals | positive Börsdata ROIC unavailable for reinvestment calibration,micro,0.138,,0.0,0.2669136390093962,0.2051552784924327,-0.10201372302204685,-0.09087276691683105,0.33654378263375356,0.299866390166027,4,0.0726657224275072,True,True,solved,0.11433329582214354,solved,0.3719426989555359,outside_bounds,
EQL Pharma,EQL,133,15.8,20.0,10.4,low,reported FCF is non-positive in 3 observed year(s) | annual reported FCF margins are highly volatile | three- and five-year normalized margins materially disagree | aggregate investing cash flow is material and may include acquisitions or disposals | positive Börsdata ROIC unavailable for reinvestment calibration,micro,0.138,,0.0,0.13890783388611203,0.13152797972425448,-0.3616387163077498,-0.2070217987252947,-0.007221936749661325,0.03545956632433147,3,0.28595583294132365,True,True,solved,0.2730009198188782,solved,0.20487862825393677,outside_bounds,
